Gnd tr X,Gnd tr Y,Gaze X,Gaze Y,Timestamp,Res X,Res Y,User Dis
335,1,360.2401,5.4144,1382423169,,,
335,1,358.863,-0.0385,1382423214,,,
335,1,360.2555,1.2787,1382423247,,,
335,1,365.9992,-2.8841,1382423275,,,
335,1,360.463,-6.1153,1382423320,,,
335,1,361.3927,-8.3757,1382423350,,,
335,1,361.6572,-2.0041,1382423381,,,
335,1,366.5337,-1.9989,1382423411,,,
335,1,359.3776,-7.3963,1382423455,,,
335,1,357.6775,-7.3781,1382423470,,,
335,1,352.8703,-8.8038,1382423516,,,
335,1,352.726,-7.5716,1382423545,,,
335,1,356.6294,-7.8871,1382423574,,,
335,1,382.9513,-16.3901,1382423619,,,
335,1,383.79,-18.2557,1382423652,,,
335,1,382.0237,-21.2478,1382423680,,,
335,1,379.6231,-25.4231,1382423709,,,
335,1,375.1159,-23.8326,1382423754,,,
335,1,367.0502,-8.7027,1382423770,,,
335,1,363.4754,-0.441,1382423815,,,
335,1,350.3434,-15.8025,1382423844,,,
335,1,349.142,-17.6171,1382423875,,,
671,1,354.1796,-11.09,1382423921,,,
671,1,358.0038,-8.1173,1382423952,,,
671,1,359.7959,-7.767,1382423979,,,
671,1,355.835,-8.5987,1382424011,,,
671,1,349.1164,-10.2748,1382424056,,,
671,1,348.2226,-11.1204,1382424070,,,
671,1,347.0033,-11.5917,1382424114,,,
671,1,342.0798,-17.4647,1382424146,,,
671,1,504.409,-16.7199,1382424175,,,
671,1,607.7807,-4.7421,1382424209,,,
671,1,678.7492,-0.5159,1382424250,,,
671,1,683.1144,1.6013,1382424280,,,
671,1,701.5485,-0.7422,1382424312,,,
671,1,703.4852,-12.5069,1382424356,,,
671,1,706.6425,-11.2243,1382424372,,,
671,1,707.4191,-10.3158,1382424417,,,
671,1,705.7081,-9.5973,1382424445,,,
671,1,704.5635,-9.3931,1382424474,,,
671,1,698.6474,-17.7786,1382424521,,,
671,1,694.3768,-15.9902,1382424552,,,
671,1,693.9438,-15.3752,1382424580,,,
